,CSC12,CSC14,CSC6,CSC8,Noncertified1,Noncertified11,Noncertified2,Noncertified5,Noncertified7,Noncertified9,PSC13,PSC15,PSC4,TCSC10
K-12,35.2084284782637,67.16118798296074,53.12304724678668,48.71379600261377,43.304489052093,99.17310712266936,38.48018293989596,95.42563947644624,78.6776781775672,75.22099064532499,97.31342042502686,55.27928441488701,60.45713210789182,10.00454234381454
K-13,35.84997020409175,69.86900383085225,55.8308630946782,45.93910814936073,46.01254904060949,101.8809229705609,36.53402324596216,98.13345532433775,70.05465733852634,77.92880649321651,100.0212362729184,57.98710026277851,63.16519209640832,12.71235819170606
K-14,35.95497711118801,74.62101041742241,60.58286968124838,46.044115056457,50.76455562717967,106.632929557131,35.18119149634147,102.8854619109079,68.40067158850881,82.68081307978665,104.7732428594885,62.73910684934867,67.9171986829785,17.46436477827623
K-15,33.22391210712767,78.8232232392865,64.78508250311246,43.31305005239666,54.96679430732983,110.8351423789951,31.73964745545578,107.087674732772,65.66960658444849,86.88302590165074,108.9755167165089,66.94138070636902,72.11943736312865,21.66657760014032
K-16,31.04774584110357,80.26828972551169,66.23014898933765,41.13688378637254,56.41186079355503,112.2802088652203,30.804929281118,108.5327412189972,63.49341503476543,88.32809238787593,110.4205832027341,68.3864471925942,73.56450384935386,23.11164408636551
K-17,40.61377707433974,87.31029071883805,73.27214998266403,48.63346365641389,63.45386178688137,119.3222098585467,35.47381895187323,115.5747422123235,70.98999490480678,95.3700933812023,117.4625841960604,75.42844818592054,80.6065048426802,30.15364507969186
K-18,37.50619808579687,85.56335144931842,71.52522821721556,38.76168950519308,61.70692251736174,117.575270589027,25.28209227839146,113.8278029428039,61.11822075358598,93.62315411168265,115.7156449265408,73.68150891640092,78.85956557316057,28.40670581017223
K-19,42.76366361056986,91.0712744688627,77.03315123675982,40.90331167304781,67.21484553690601,123.0831936085713,28.76355435842391,119.3357259623482,63.25986820509964,99.13107713122693,124.7769769838921,82.74284097375224,84.36748859270483,33.91462882971648
K-2,43.376450660776,49.18923060093941,27.83367781248628,64.72461901005043,32.14857099039197,81.20113755031306,68.32510080743249,77.45366990408994,93.12835385670473,57.24903326330365,81.57614763075435,39.75121156994201,49.30121404619079,27.15706671641949
K-20,45.53290139534832,97.08968883374817,83.05156560164531,40.60317261004834,73.2332599017915,129.1016079734568,32.97531715089319,125.3541403272337,62.95970385844124,105.1494914961124,127.2419823109705,85.2078463008307,90.38590295759032,39.93304319460197
K-21,44.68107622361297,99.04753817625462,85.00941494415176,39.75134743831298,75.19110089008302,131.0594573159633,29.44043010985503,127.3119896697402,62.10787868670588,107.1073408386189,126.6943895969352,84.66025358679533,92.34375230009678,41.89089253710843
K-22,47.5271325338776,98.68335101375106,84.64521027757705,33.88261466067206,74.82689622350833,130.6952701534598,28.79847720676298,126.9478025072366,56.23914590906496,106.7431536761153,129.5404459071998,87.50630989705996,91.97956513759326,41.52760569778481
K-3,38.33216152909991,47.09739501380707,31.22856653117393,59.68032987837434,30.05673540325963,79.10930196318074,66.56595102938641,75.3618343169576,88.08406472502864,55.15719767617132,78.36463139148884,36.33050675899514,47.20937845905846,22.3179337681641
K-4,35.07073610413812,47.92999273462191,33.59345795230923,56.41890445341254,31.31002229331347,79.94189968399557,67.18318551316594,76.19443203777243,84.82263930006688,55.98979539698616,83.27037547825529,41.2362508457616,48.4626653491123,20.21178178070231
K-5,31.79870689102069,48.80973300087333,35.06604532573627,53.1468752402951,32.18982359472115,80.82164807713698,63.88032919635235,77.07418043091386,81.55061008694945,56.86953566323757,83.41661540726152,40.55526297263505,49.34240561536372,15.80996375659267
K-6,35.53846167559335,51.15142403085736,37.11328329468332,56.88663002486777,34.53151462470517,83.163339107121,53.80736084965234,79.41587146089788,85.2903567446321,59.2112266932216,88.27474295323334,46.24060694309349,51.68415768050399,12.94223128015773
K-7,33.91508405485597,53.51600089421275,39.47786015803872,55.26325240413038,36.89609148806057,85.5279159704764,51.0604861354722,81.78044832425329,83.66697912389472,61.575803556577,86.65136533249594,44.6172293223561,54.0487345438594,10.1953565659776
K-8,34.23618394138033,56.32678119992174,42.28864046374768,55.58435229065475,39.59583101618364,88.33869627618537,49.01310304411707,84.59122862996226,83.98807088352908,64.38658386228599,86.97245384137415,44.93832920888045,56.74847407198246,8.147973474622468
K-9,35.81847748932496,59.88293492869401,45.84479419251994,53.76457637929528,42.44933948119258,91.89485406840264,49.23701506478104,88.14738642217952,85.5703644314737,67.94273759105826,90.25167651005154,48.21754049991169,59.6019825369914,6.765015769847809
L-10,34.69066456675871,67.56251352475567,54.24743282031417,52.63676345672903,46.54140680727675,99.5744326644643,50.20710116546658,95.82696501824117,84.44255150890746,75.62231618711992,90.57632620761723,48.54220157512355,63.69404986307558,9.741369691906197
L-11,26.8199614845768,67.68872142238874,53.65058068621469,44.76606037454714,45.17975212534994,99.70064056209736,45.52553634973153,95.95317291587423,76.57184842672555,75.748524084753,91.74494118658767,49.71081655409398,62.33239518114877,7.833741969330035
L-12,30.21062931424774,68.17466011851762,54.13651938234356,48.15672820421809,44.31796118764988,100.1865792582262,43.7946084235471,96.43911161200312,79.9625162563965,76.23446278088187,98.26800716225388,56.23387115211403,61.4706042434487,10.95998587313638
L-13,33.53157200713118,72.04156545117127,58.00342471499722,47.32582801958321,48.18511066092851,104.0534845908799,39.59208617816488,100.3060169446568,71.44137720874882,80.1013681135355,102.3884266592004,60.35429064906051,65.33775371672733,14.88491981202507
L-14,32.35732086760047,72.70153905974803,58.66339832357396,42.78732161269328,48.84511012779135,104.7134581994566,37.5297660110116,100.9659905532335,65.14387814474512,80.76134172211226,103.2186418431738,61.18450583303393,65.99775318359018,15.54489342060184
L-15,31.52133248600359,74.65551865248042,60.61737791630639,41.61047043127256,50.79908972052376,106.667437792189,34.58915284212662,102.9199701459659,63.96702696332439,82.71532131484466,105.5417815655915,63.50764555545162,67.95173277632259,17.49887301333425
L-16,30.24469365962234,83.09909047672721,69.06094974055318,40.33383160489132,59.24266154477056,115.1110096164358,34.95597069631235,111.3635419702127,62.69038813694314,91.15889313909146,112.2580070329445,70.22387102280469,76.39530460056939,25.94244483758105
L-17,34.6263664741528,87.48084603777318,73.4427228056703,42.73771207885239,63.62441710581648,119.4927651774818,42.07263305590681,115.7452975312587,65.09426861090422,95.54064870013741,116.639679847475,74.60554383733516,80.77706016161531,30.32420039862696
L-18,34.52946397064492,86.28478620127314,72.24666296917029,35.58681332877271,62.42835726931647,118.2967053409818,29.16984729097233,114.5492376947586,57.94334457716562,94.34458886363738,116.5427773439671,74.50864133382726,79.5810003251153,29.12814056212695
L-19,36.1203779049488,86.99077647164023,72.95265323953737,35.28075705807923,63.13434753968355,119.0026956113489,26.46547836377575,115.2552279651257,57.63731359013108,95.05057913400448,117.1430699488626,75.10893393872273,80.28699059548238,29.83413083249404
L-20,40.91048549150673,92.05259065276721,78.01446742066435,35.98075670620676,68.19616172081055,124.0645097924759,27.93821896991221,120.3170421462527,58.33728795459966,100.1123933151315,122.2048841299896,80.17074811984972,85.34880477660937,34.89594501362102
L-21,40.49111450471359,94.85757645735526,80.8194532252524,30.94878597601461,71.0011475253986,126.8694955970639,32.43802516790686,123.1220279508408,53.3053172244075,102.9173791197195,122.5044278780358,80.47029186789597,88.15379058119741,37.70093081820907
L-22,44.64459674720678,99.01105869984843,84.97293546774557,31.5099110527871,75.15462141367684,131.0229778395571,37.32742711914374,127.275510193334,53.86644230117999,107.0708613622127,126.657910120529,84.62377411038915,92.30727282369062,41.85441306070224
L-23,55.22193668773072,101.418926038059,87.38078530188494,31.14714204477814,77.56247124781622,133.4308451777677,31.53399119591462,129.6833775315445,53.50367329317103,109.4787287004232,138.3849345905997,95.52356146934437,94.71514016190113,44.26318072209271
L-3,38.86477317488573,50.44963092345617,34.38403606371921,60.21294152416016,33.40897131290872,82.46153787282981,69.9181869390355,78.71407022660668,88.61667637081446,58.50943358582041,75.44607743119741,33.41195279870372,50.56161436870755,25.67035909045839
L-4,35.32046895597659,49.14759061363989,33.27876213100675,56.66863730525101,32.10693100309244,81.15949756301353,68.61614662921922,77.4120299167904,85.07237215190534,57.20739327600413,78.08475574661233,36.05063111411864,49.25957405889127,22.65442780109234
L-5,31.38777898668389,47.92590470591153,34.6107629663138,52.73594733595831,31.30599529975936,79.93781978217521,65.14114259945832,76.19035213595207,81.13968218261266,55.98570736827578,80.49568605861704,37.63433362399059,48.45857732040193,18.72173783179964
L-6,32.38231053288192,52.57732777454368,38.81264358190366,53.73047888215635,35.95741836839149,84.58924285080732,65.13434462200716,80.8417752045842,82.13421372881069,60.63713043690792,85.1185918105219,43.08445580038206,53.11006142419032,17.06397918224749
L-7,30.62596825610005,53.5642529349749,39.52611219880087,48.5720671460704,36.94434352882271,85.57616801123855,56.34465102904582,81.82870036501544,80.37785519824881,61.62405559733914,83.36223815609387,41.32811352360018,54.09698658462155,14.88403579903719
L-8,30.85406482505686,56.63975203837009,42.60161130219603,48.80016371502721,40.0198426322179,88.65167117807873,53.58095607350278,84.90420353185561,80.60595176720562,64.69955470073434,83.59033472505068,41.556210092557,57.17248568801674,12.71582650400816
L-9,32.37121118445224,61.58491225033268,47.54677151415862,50.31731007442257,44.9650028441805,93.59683139004132,50.70749009637426,89.8493637438182,82.12309812660098,69.64471491269693,85.10748108444605,43.07335645195237,62.11764589997932,10.24163655250138
M-10,28.40797478369143,69.27510559828737,55.96002489384586,46.35407367366177,51.64241999087049,101.287024737996,55.03062271109339,97.53955709177285,78.15986172584019,77.33490826065162,92.28891828114892,50.25479364865524,68.79506304666931,14.84238287549995
M-11,24.11764168177211,69.59836236282862,55.6772420052357,42.06374057174244,45.85895380945308,101.6102815025372,44.92900948686564,97.86281385631412,73.86952862392086,77.65816502519286,92.97448495619517,50.94036032370148,63.0115968652519,10.27041093565226
M-12,29.03524645820427,70.08595530847902,56.04781457230495,46.98134534817461,46.22950051823626,102.0978744481876,45.70590361350849,98.35040680196451,75.53039513287688,78.14575797084325,97.89210111027347,55.85796510013361,63.38214357403508,12.87128106309777
M-13,29.3873874636096,71.92076038203963,57.88261964586558,45.89184329304799,48.06430559179689,103.9326795217482,41.98568540590826,100.1852118755251,70.0073924822136,79.98056304440388,98.24424211567879,56.21010610553894,65.21694864759571,14.76411474289344
M-14,30.02258568291624,73.97106664463979,59.93292590846573,42.33230898724801,50.11463771268311,105.9829857843484,37.3615326203807,102.2355181381253,66.44785817641363,82.03086930700402,104.8572685225946,62.82313251245471,67.26728076848194,16.8144210054936
M-15,27.67382409981778,76.8088666871905,62.77072595101647,38.41268773074266,52.95243775523385,108.8207858268991,38.62730181732634,105.073318180676,60.76924426279452,84.86866934955475,107.6951296003016,65.66099359016171,70.10508081103268,19.65222104804434
M-16,26.89713463943657,79.7516142030569,65.71347346688286,36.98627258470554,55.89518527110024,111.7635333427655,34.34340122119055,108.0160656965424,59.34282911675739,87.81141686542114,108.9104480127588,66.8763120026189,73.04782832689907,22.59496856391073
M-17,30.17799658305078,83.03247614667112,68.99435291456828,35.01706435571911,59.17604721471447,115.0443952863797,35.10875702333752,111.2969276401566,57.37362088777096,91.09227880903536,112.191309956373,70.15717394623314,76.32869027051329,25.87583050752495
M-18,32.98367683899438,86.8197184159053,72.78159518380242,32.95361500220042,62.96328112973368,118.8316375556139,31.24095546587413,115.0841699093908,55.31017153425226,94.87952107826953,114.9969902123166,72.96285420217674,80.11593253974743,29.66307277675909
M-19,38.87999963159332,93.24646158423499,79.20833835213213,34.7312156705121,69.39003265227834,125.2583807239436,35.43667948451903,121.5109130777205,57.087746918905,101.3062642465992,120.8933130049155,78.85917699477568,86.54267570807716,36.0898159450888
M-20,37.67591802506825,92.04237997770991,78.00425674560705,31.48423576342616,68.18595104575326,124.0542991174186,34.68153719046125,120.3068314711954,53.84076701181906,100.1021826400742,119.6892313983904,77.6550953882506,85.33859410155208,34.88573433856372
M-21,47.6762707916366,102.0427502483494,88.0046095121754,33.54905439232191,78.18629545810667,134.0546693880581,41.88190089262675,130.307201741835,55.9055856407148,110.1025529107137,129.6895841649588,87.65544815481897,95.33896437219161,44.88610460920323
M-22,44.77563018490078,99.14210964161362,85.10396890543959,28.22654379455608,75.28565485137085,131.1540287813223,38.64802102394206,127.4065611350992,50.58307504294897,107.2019123039778,126.788943558223,84.75480754808315,92.43832376545578,41.98546400246741
M-23,49.05442479679407,103.4209042535069,89.38276351733288,27.50950736083016,79.56444946326414,135.4328233932156,35.27046876179749,131.6853557469925,45.70149798338382,111.4807069158711,131.0677381701163,89.03360215997643,96.71711837734907,46.8887876462508
M-4,35.32569422702947,53.03065411948732,37.16418152560297,56.67386257630389,35.99237781707302,85.04256919575097,70.2458920130341,81.29510154952784,85.07759742295823,61.09045678185156,78.80356835566724,35.94222729868693,53.14502087287185,23.82648724537542
M-5,31.19593244205601,50.62035291270389,37.30527220826241,52.54410079133042,34.00044350655171,82.63226798896756,67.83559080625068,78.88480034274443,80.94783563798478,58.68015557506814,79.58609017360368,36.72473773897722,51.15302552719429,20.61063306587599
M-6,28.27900416778018,52.1129000894917,38.79781938505023,46.22510305775052,35.49299068333953,84.12481516575536,65.51849939903485,80.37734751953224,78.03089110992893,60.17270275185595,81.01528544542015,38.98114943528031,52.64563373913835,17.44813395927517
M-7,30.17550078264161,57.05461276337141,43.01647202719735,48.12159967261196,40.43470335721923,89.06653190308006,56.89006063489994,85.31906425685693,79.92738772479038,65.11441542573566,82.91177068263542,40.87764605014174,57.58734641301805,15.81848608427581
M-8,30.19295683732911,59.91541405446135,46.60033335001984,48.13905572729946,43.29550464830917,91.92733319416999,55.4179777531107,88.17986554794686,79.94484377947788,67.9752167168256,82.92922673732292,40.89510210482924,60.448147704108,14.34640320248656
M-9,27.09240565352483,61.61434671596199,48.29926601152048,45.03850454349516,44.99443730980981,93.62626585567062,50.0372777046445,89.87879820944751,76.84429259567358,69.67414937832623,84.62815939882356,42.59403476632988,62.14708036560864,9.571424160771624
N-10,21.87501812383969,64.93958152309108,51.62450081864957,40.55826733781637,48.3196721169389,96.95150066279969,52.78224461084127,93.20403301657657,72.36405538999477,72.99938418545533,86.20401865384096,44.16989402134727,65.47231517273772,12.59180359043582
N-11,20.94681353035688,66.42741214110087,53.11268122685451,38.8929124203272,48.69569939352247,98.43933128080948,48.02895302828395,94.69186363458637,70.6987004725056,74.48721480346512,89.80353473446743,47.76941010197374,65.8483424493213,11.34962820234631
N-12,24.58347943093413,70.06407804167814,56.74934712743176,42.52957832090446,49.23331867864662,102.0759971813868,48.21237093809043,98.32852953516363,74.33536637308286,78.12388070404239,93.44020063504468,51.406076002551,66.38596173444544,13.55377238687704
N-13,26.44488854644161,71.92548715718561,58.61075624293923,44.39098743641194,49.56849192576508,103.9374062968942,49.04486916275126,100.1899386506711,74.81020023657219,79.98528981954985,95.30160975055216,53.26748511805847,66.7211349815639,16.21024661234053
N-14,24.15552386821559,74.73776804876559,61.42279299389423,42.52878036422061,52.5958607079701,106.7496871884742,45.91252450519112,103.0022195422511,69.43720926181443,82.79757071112982,98.11390201977832,56.07976600963847,69.74850376376892,19.29564400078058
N-15,23.59488250244251,79.42712967965898,65.38898894348495,37.32297749531537,55.57070074770231,111.4390488193676,42.85237837591676,107.6915811731445,65.60381093644871,87.48693234202322,102.5215039566746,63.15642968810319,72.72334380350114,22.27048404051281
N-16,23.89486745165236,80.12171669428108,66.08357595810705,35.22127997278056,56.26528776232443,112.1336358339897,39.588123316227,108.3861681877666,59.97203255702988,88.18151935664532,102.8214889058845,63.87404481483471,73.41793081812325,22.96507105513492
N-17,30.45049698037326,85.81738256854973,71.77924183237572,39.66094225387937,61.96095363659307,117.8293017082584,43.51277049814124,114.0818340620352,63.82020520969704,93.87718523091398,109.3771184346053,70.4296743435556,79.1135966923919,28.66073692940354
N-18,29.30194066010761,83.66833796703406,69.63021473493123,30.66426546465788,59.81190903507741,115.6802571067427,32.93066252881603,111.9327894605196,53.02079671305077,91.72814062939831,111.3152540334298,69.28111802328996,76.96455209087624,26.5116923278879
N-19,32.66071927893515,87.02718123157683,72.98905799947396,31.03689120654123,63.17075229962014,119.0391003712855,32.87227273182573,115.2916327250623,53.39342245493413,95.08698389394107,114.6740326522574,72.63989664211749,80.32339535541897,29.87053559243062
N-20,37.62315244431022,91.98961439695191,77.95149116484903,28.61172860413915,68.13318546499522,124.0015335366605,35.38488040642733,120.2540658904374,50.96825985253204,100.0494170593161,119.6364658176324,77.60232980749257,85.28582852079404,34.83296875780569
N-21,47.52196777390247,101.8884297265442,87.8503064944413,39.85036910726875,78.03199244037255,133.9003488662528,44.52758693929552,130.1528812200297,62.20690035566165,109.9482323889084,129.5352811472247,87.50114513708483,95.18464385038635,44.73178408739795
N-22,45.41575085912721,99.78223031584002,85.744089579666,24.11902202595727,75.92577552559726,131.7941494555487,39.27302764968648,128.0466818093256,46.47555327435018,107.8420329782043,127.4290642324494,85.39492822230959,93.0784444396822,43.25011370858393
N-5,33.32305998781754,53.64304729298241,40.32796658854093,55.07140716768657,37.02313788683023,85.65496236924605,70.8582851865292,81.90749472302294,83.47514201434092,61.70284995534665,75.90280900938856,33.0415289875645,54.17578094262905,23.13793944223215
N-6,29.70401970674143,53.70358036478984,40.38849966034836,52.66764455834002,37.08367095863765,85.71549544105349,70.91881825833663,81.96802779483036,81.07137940499437,61.76338302715408,79.04608221411422,36.18472977948777,54.23631401443649,20.73417683288558
N-7,31.72673019349359,60.85873330906334,47.54365260462183,49.67282908346393,44.23882390291116,92.87065244877196,71.65113401806123,89.12318480254885,81.47861713564234,68.91853597142759,82.46395091540859,40.4298262829149,61.39146695870998,23.50646653844554
N-8,26.73669886900032,60.08950273484766,46.77442203040614,48.31314440768576,43.46959332869547,92.10142187455628,58.48548263592319,88.35395422833315,80.11893245986417,68.1493053972119,81.55444765001974,39.52032301752605,60.62223638449429,17.41390808529905
N-9,23.49525681996361,62.80080688713203,49.48572618269051,43.47384150633243,46.18089748097984,94.81272602684065,53.28182517562512,91.06525838061754,75.27962955851083,70.86060954949627,82.54121987722166,40.50709524472798,63.33354053677867,12.21025062500098
O-10,17.86224211867018,64.29469181700028,50.97996090275392,36.76019209622662,47.6747824108481,96.30661095670891,55.6747268516156,92.55914331048578,68.56598014840503,72.35449447936453,86.5261081826047,44.49198355011101,64.82742546664693,16.52114409586347
O-11,19.36603150842764,64.84663011917164,51.53189920492527,37.31213039839795,48.22672071301945,96.85854925888025,55.70894766012785,93.11108161265713,69.11791845057637,72.90643278153588,88.22275271253818,46.1886280800445,65.37936376881828,16.55536490437571
O-12,18.94638009611247,67.61360930418796,54.29887838994159,38.10475483175532,50.99369989803577,99.62552844389657,54.6978950569433,95.87806079767346,69.91053475704372,75.67341196655221,90.9897318975545,48.95560726506082,68.14634295383459,17.00663292157457
O-13,20.72314336714094,70.46863324906887,57.1539023348225,39.09639986314595,53.84872384291669,102.4805523887775,51.6410813861786,98.73308474255437,70.90217978843435,78.52843591143312,93.8447672200816,51.81063120994174,71.0013668987155,20.07481731048123
O-14,22.6413519205098,81.27863697238945,67.96355626794795,39.26294056572641,59.50150854467586,113.290556112098,47.39285939342283,109.5430884658749,67.90354661011985,89.33843963475368,101.5679733747419,62.20289910617048,76.65415160047469,26.20129183748635
O-15,21.40085200845849,80.03813706033813,66.72305635589665,33.5951995709939,58.55332789864151,112.0500562000467,41.85201844489701,108.3025885538236,62.23580561538735,88.09793972270238,100.3274734626906,60.96239919411916,75.70597095444033,25.25311119145199
O-16,23.74271047619077,82.37999552807041,69.04551123064863,32.25132805825743,59.2272055307948,114.391914667779,41.27137444997931,110.6444470215559,61.65516162046965,90.43979819043466,102.6693319304229,63.72188783937312,76.37984858659362,25.92698882360529
O-18,31.73564407577373,87.42881225398048,73.39068902187762,29.64944798928125,63.5723833220238,119.4407313936891,34.54983809452204,115.693263747466,52.00597923767414,95.48861491634473,113.7489574490959,71.71482143895608,80.72502637782263,30.27216661483429
O-19,34.132989519475,88.49945147211668,74.46132824001381,25.83195452890776,64.64301418594506,120.5113706118253,35.62047731265823,116.7639029656022,48.18848577730067,96.55925413448092,116.1463028927972,74.11216688265736,81.79566559595882,31.34280583297048
O-20,37.62761918830894,91.99409864502178,77.95595790884775,24.00356841950838,68.137643854779,124.0060177847304,39.11525178789421,120.2585501385073,46.36009966790129,100.053901307386,119.6409325616311,77.6067965514913,85.29031276886394,34.83745300587557
O-4,32.83121389063326,56.79663365285948,41.43597696706007,56.01928275596531,40.17672424670731,88.80854872912313,74.01187154640627,85.06108108290002,84.42301760261964,64.85643631522373,71.54254336068861,29.50841872819493,57.32936730250613,26.45092315484385
O-5,29.11220774305205,58.05640144334984,43.18412883977577,52.7995507806787,41.43649203719766,90.06832058305848,71.37578625597192,86.32085293683537,81.20328562733306,66.11620410571409,73.48968625681057,30.62840623498652,58.58913509299649,23.23119117955724
O-6,26.01115874136254,56.42669595101876,43.11161524657725,46.21836515438204,39.80678654486657,88.43861509072741,68.19667008897933,84.69114744450428,78.02415320656046,64.486498613383,76.50249150675697,34.46836687426327,56.9594296006654,20.05200260936364
O-7,23.53571837828761,56.53346042336325,43.21837971892175,45.34755619776385,39.91355101721106,88.5453795630719,67.32586113236115,84.79791191684879,77.15334424994226,64.5932630857275,76.86717012555715,34.83304549306347,57.0661940730099,19.18119365274547
O-8,21.94876488700928,60.72788258977122,47.41280188532971,45.48139300959926,44.10797318361904,92.73980172947985,57.48908371014194,88.99233408325674,77.28718106177767,68.78768525213547,80.08948182970724,38.05535719721355,61.26061623941786,16.4175091595178
O-9,20.97059635994819,62.61845196715319,49.30337126271167,40.07604249528092,45.998542561001,94.6303711068618,56.72297584143017,90.88290346063869,71.88183054745933,70.67825462951744,81.98005120708922,39.94592657459552,63.15118561679984,15.65140129080603
P-19,34.85981489103845,90.56867904868443,76.53055581658157,24.97085794242985,66.71224176251282,122.5805981883931,38.68521948237725,118.83313054217,50.77939955106538,98.62848171104868,115.3403308701821,75.1614396726521,83.86489317252659,33.41203340953823
P-20,37.22981289957813,91.5962748522198,77.55815162011693,22.73517252206236,67.73983756604818,123.6081939919284,38.71744549916339,119.8607263457053,45.09170377045528,99.65607751458404,119.2431262729003,77.20899026276048,84.89248897606197,34.4396292130736
CSC12,0.0,76.47643625459085,63.1614611997195,35.26178259308806,59.85652684843866,108.4883553942994,62.36365963065099,104.7408877480763,67.06756251837648,84.53623891695509,76.02512675130906,50.45725108210253,77.21278150648682,32.63233973230211
CSC14,76.67462045211637,0.0,36.28408343904091,94.62071934208674,43.14919785510929,41.55535850432589,102.0951783407747,37.80789085810277,126.4265500604376,13.70728585387995,71.07125836364459,59.41291962982302,48.91294142366544,64.41689299530677
CSC6,64.13975571153038,36.63922346901252,0.0,82.08585460150071,31.37839877452046,67.33511621692473,88.46023802767077,63.58764857070162,113.5663806375962,43.38301870232463,63.64336813608863,33.88022603013105,47.19154725256595,47.5951084581762
CSC8,34.87286054414751,94.65979761801384,81.34471691357234,0.0,78.03992071942169,126.6717167577225,61.6923451664866,122.9242491114994,40.26749668885184,102.7196002803781,118.0358259394564,75.17448532576115,95.39603722033966,50.92862349615
Noncertified1,60.04753212655995,44.46175665684368,32.62607134760247,83.42496718141538,0.0,75.90603258964731,73.22005582084552,72.15857307031419,109.7994353224887,51.95393507504711,85.6116907064621,56.31781978972485,22.42049390328528,39.00852353290725
Noncertified11,108.5465468544584,40.67645715385127,67.60560920163556,126.4926457444288,75.02109425047234,0.0,133.9671047431166,29.16503870054521,158.2984764627797,31.92827976409075,131.1773345254543,91.28482415207608,76.47170078552477,93.10197517362207
Noncertified2,62.06800848736418,103.168666171768,89.13052543559395,61.82630868789833,71.87347282591742,135.1805853114767,0.0,131.4331176652535,70.14996378592652,111.2284688341322,140.3296198413877,97.46824672013238,96.46488029561016,46.01292085580172
Noncertified5,105.4028725798208,37.53278287921373,64.46193492699801,123.3489714697912,71.87741997583481,27.19921627054264,130.8234304684791,0.0,155.1548021881421,28.78460548945322,104.2560453456869,88.14114987743856,73.68171630592603,89.95830089898452
Noncertified7,64.74778651822118,124.5347560996475,111.2196753952061,38.17869496810053,107.9148466934954,156.5466752393562,73.23169165589678,152.7992075931331,0.0,132.5945587620118,147.9107844210901,105.0494112998348,125.2709957019734,78.4069787999497
Noncertified9,84.82327522105393,12.4967555970186,43.88239445646369,102.7693741110243,51.29787950530051,30.15572625894539,110.2438331097122,26.40825861272227,134.5752048293752,0.0,79.2199753973173,67.56155251867165,54.08147741582906,69.37876042845025
PSC13,77.36037291369846,71.50978057364819,64.65234413602438,115.4761969907701,87.24414927354105,131.6361242791765,141.1722097817322,127.8886566329534,150.9997355654858,79.56958323601248,0.0,50.21971921381046,103.0573021276043,93.0275888470315
PSC15,49.57347186413836,59.49935374958181,35.62041873256772,77.26750001897996,56.57717154262524,91.5112728892905,97.27480338127438,87.76380524306737,107.1023291650279,67.55915641194609,49.12238180096514,0.0,73.40326168630855,49.13018244657362
PSC4,78.85819281758152,51.21866245712901,47.01683171971742,96.80429170755188,22.11061537445607,76.43476541864258,96.25472252896435,74.05415507701544,125.7222471305575,55.51175338431359,100.0024707706571,71.71655007101963,0.0,56.3877451378676
TCSC10,32.24506386149361,61.62015518698744,47.58201445081338,50.19116275146395,38.59897294744182,93.63207432669607,45.54941295454687,89.88460668047296,81.99695080364236,69.6799578493517,92.06285285582145,50.02871684568159,55.75161600324064,0.0
